contig	start	stop	name	aCount	bCount	totalCount	log2_aFC	subject	samp
12	54747576	54860769	ENSG00000258086.1	0	11	11	-inf	SG148	S67
7	112740718	112786385	ENSG00000225457.1	10	33	43	-1.72246602447	SG044	S86
X	112017731	112084043	ENSG00000126016.9	28	0	28	inf	SG021	S38
11	121322912	121504402	ENSG00000137642.8	494	737	1231	-0.5771535775100001	SG148	S71
22	23247030	23247205	ENSG00000211678.2	0	45	45	-inf	SG151	S88
X	47420516	47431302	ENSG00000078061.8	38	87	125	-1.19501598241	SG044	S86
7	150130742	150145228	ENSG00000242258.1	344	445	789	-0.371396771152	SG037	S78
5	96211643	96255420	ENSG00000164308.12	401	66	467	2.6030643071	SG006	S29
16	18792617	18801705	ENSG00000134419.11	100	160	260	-0.678071905113	SG149	S89
14	106733144	106733639	ENSG00000211950.2	0	14	14	-inf	SG046	S81
8	56792372	56923940	ENSG00000254087.3	227	104	331	1.12610876915	SG044	S63
22	22707289	22707781	ENSG00000211647.1	25	6	31	2.05889368905	SG024	S36
7	2945775	3083579	ENSG00000198286.5	119	208	327	-0.805621954833	SG041	S58
5	10654332	10657928	ENSG00000272016.1	280	202	482	0.471071534193	SG038	S76
11	8703958	8736306	ENSG00000166441.8	32	153	185	-2.25738784269	SG040	S73
19	46171502	46186982	ENSG00000010310.4	62	113	175	-0.8659826520280001	SG002	S72
19	28926295	29218684	ENSG00000267243.1	23	1	24	4.52356195606	SG026	S17
19	47104493	47114050	ENSG00000160014.12	279	200	479	0.480265122054	SG148	S71
14	100800125	100843142	ENSG00000140105.13	154	222	376	-0.527629325655	SG002	S7
4	10488019	10686489	ENSG00000109684.10	12	37	49	-1.62449086491	SG007	S30
5	304291	438406	ENSG00000063438.12	289	443	732	-0.616237206054	SG038	S52
11	1874200	1913497	ENSG00000130592.9	875	1036	1911	-0.243669080967	SG046	S80
11	62619460	62623386	ENSG00000255717.2	77	146	223	-0.923038018185	SG024	S36
17	36342584	36421841	ENSG00000174093.6	2	18	20	-3.16992500144	SG001	S26
X	46464753	46618490	ENSG00000065923.5	53	108	161	-1.0269670476	SG040	S50
9	136197552	136203235	ENSG00000148296.5	104	172	276	-0.7258250365610001	SG043	S85
X	23801290	23804343	ENSG00000130066.12	27	74	101	-1.45456586347	SG021	S38
2	231033634	231090444	ENSG00000135899.12	288	191	479	0.592496173407	SG041	S82
4	1205236	1242925	ENSG00000159692.11	97	155	252	-0.6762115630869999	SG031	S23
4	75858305	75975325	ENSG00000169116.7	59	112	171	-0.924711872696	SG001	S1
3	57994127	58157982	ENSG00000136068.10	20	60	80	-1.58496250072	SG023	S39
17	12692856	12894960	ENSG00000006740.12	1	19	20	-4.2479275134400005	SG043	S62
13	74260226	74708394	ENSG00000118922.12	33	8	41	2.04439411936	SG002	S7
17	76494911	76499138	ENSG00000268470.1	18	0	18	inf	SG027	S45
22	23247030	23247205	ENSG00000211678.2	47	0	47	inf	SG043	S62
X	153576892	153603006	ENSG00000196924.10	380	102	482	1.89743026636	SG148	S67
11	64002010	64006259	ENSG00000173511.5	243	156	399	0.639410284744	SG046	S57
7	5229819	5273457	ENSG00000157954.10	98	49	147	1.0	SG031	S46
11	18415935	18429972	ENSG00000134333.9	677	402	1079	0.751960332396	SG001	S26
19	49990811	49995565	ENSG00000142541.12	56	110	166	-0.974004791467	SG022	S11
15	23282281	23378228	ENSG00000140181.10	2	38	40	-4.2479275134400005	SG006	S28
20	58662895	59102516	ENSG00000228340.1	20	1	21	4.3219280948900005	SG021	S14
X	129198849	129244691	ENSG00000102034.12	14	131	145	-3.22606807948	SG022	S35
6	3722848	3739395	ENSG00000168994.9	44	81	125	-0.880418384247	SG043	S61
1	3728645	3773778	ENSG00000116198.8	160	91	251	0.814133454689	SG151	S64
18	12991361	13125051	ENSG00000101639.14	150	98	248	0.6141088463809999	SG003	S3
21	35275757	35288284	ENSG00000241837.2	598	757	1355	-0.340147815788	SG011	S8
X	13752832	13787480	ENSG00000046651.10	5	33	38	-2.72246602447	SG152	S91
17	27582854	27621136	ENSG00000108256.4	42	16	58	1.39231742278	SG042	S60
X	47305278	47342345	ENSG00000147124.8	30	3	33	3.32192809489	SG022	S12
8	146015151	146017972	ENSG00000161016.11	2231	1891	4122	0.238541150294	SG039	S74
16	89557325	89624176	ENSG00000197912.9	246	337	583	-0.454090275843	SG043	S61
3	119298498	119308792	ENSG00000144843.7	174	89	263	0.967210064882	SG149	S66
12	7260648	7275097	ENSG00000205885.3	69	25	94	1.464668267	SG022	S12
14	107078373	107078869	ENSG00000211968.2	160	11	171	3.86249647625	SG030	S21
4	10075963	10118573	ENSG00000071127.12	392	511	903	-0.382469636822	SG030	S21
15	101590937	101626271	ENSG00000259755.1	144	92	236	0.646363045385	SG030	S20
2	106361354	106510730	ENSG00000071051.9	57	21	78	1.44057259139	SG152	S68
11	76571911	76737841	ENSG00000078124.7	42	13	55	1.6918777046399998	SG148	S67
17	5112256	5138155	ENSG00000161929.10	384	589	973	-0.6171613231090001	SG152	S91
10	3183930	3210164	ENSG00000237399.3	97	204	301	-1.07251249978	SG001	S25
20	57393974	57425958	ENSG00000235590.3	0	11	11	-inf	SG039	S51
1	3728645	3773778	ENSG00000116198.8	45	94	139	-1.06273575535	SG024	S36
5	175792471	175828866	ENSG00000175414.6	244	382	626	-0.646691490473	SG046	S57
2	10927407	10978103	ENSG00000143870.8	889	1082	1971	-0.283445174997	SG011	S8
X	134654600	134716435	ENSG00000165359.10	53	12	65	2.14295795384	SG069	S48
17	34136459	34191619	ENSG00000172660.7	47	12	59	1.96962635096	SG011	S32
22	42905974	42915808	ENSG00000189306.6	67	139	206	-1.0528518822700002	SG023	S16
3	127407909	127542051	ENSG00000074416.9	229	364	593	-0.668590852102	SG152	S68
14	74318547	74353319	ENSG00000140043.7	16	51	67	-1.67242534197	SG043	S62
11	289138	296107	ENSG00000142102.11	315	150	465	1.07038932789	SG025	S10
10	45869661	45941561	ENSG00000012779.6	83	159	242	-0.937843523937	SG011	S32
13	27825446	27830828	ENSG00000122026.6	79	40	119	0.98185265329	SG003	S27
6	130686879	130764208	ENSG00000164484.7	15	1	16	3.90689059561	SG003	S2
3	98239976	98312567	ENSG00000080819.2	516	399	915	0.3709823192010001	SG046	S57
13	43460524	43566385	ENSG00000133106.10	51	159	210	-1.64045761331	SG002	S72
2	65454887	65498387	ENSG00000138071.9	183	268	451	-0.550389352174	SG155	S42
X	131337053	131353471	ENSG00000123728.5	3	49	52	-4.02974734339	SG022	S35
1	150702672	150738433	ENSG00000163131.6	67	132	199	-0.978304928901	SG031	S46
14	24834879	24848810	ENSG00000100968.9	79	151	230	-0.934623991148	SG042	S84
19	16607122	16632163	ENSG00000105072.4	71	117	188	-0.720617600079	SG046	S57
17	289769	295730	ENSG00000183688.4	96	53	149	0.857042046158	SG069	S24
9	6532464	6645650	ENSG00000178445.8	26	66	92	-1.34395440122	SG024	S13
17	42396993	42402238	ENSG00000013306.11	124	49	173	1.33948646627	SG022	S12
14	106733144	106733639	ENSG00000211950.2	0	279	279	-inf	SG001	S26
3	194308402	194354418	ENSG00000145014.13	22	54	76	-1.29545588353	SG024	S36
21	47656743	47706211	ENSG00000160294.6	199	272	471	-0.450838220707	SG043	S85
22	42905974	42915808	ENSG00000189306.6	119	50	169	1.25096157353	SG043	S62
X	46433219	46457843	ENSG00000147119.3	14	0	14	inf	SG152	S70
7	1036622	1177896	ENSG00000146540.10	498	361	859	0.464146905181	SG003	S27
14	107113741	107114274	ENSG00000223648.2	11	63	74	-2.51784830486	SG007	S6
1	155867599	155881195	ENSG00000143622.6	8	33	41	-2.04439411936	SG039	S51
2	153191751	153506348	ENSG00000157827.15	14	73	87	-2.38246963682	SG043	S61
21	30449792	30548210	ENSG00000156265.11	3	27	30	-3.16992500144	SG043	S61
12	114254543	114404176	ENSG00000122965.6	149	97	246	0.619255678275	SG001	S1
21	36160098	37376965	ENSG00000159216.14	0	11	11	-inf	SG042	S84
5	180467225	180488523	ENSG00000165810.12	19	1	20	4.2479275134400005	SG044	S63
1	45100910	45140227	ENSG00000126106.9	39	77	116	-0.981384321833	SG152	S70
10	3183930	3210164	ENSG00000237399.3	87	209	296	-1.26441563623	SG001	S26
22	47080308	47134158	ENSG00000100422.9	218	146	364	0.578359765897	SG039	S74
7	75162621	75368280	ENSG00000127946.12	41	14	55	1.5501970825600002	SG039	S51
19	9523272	9546254	ENSG00000174652.13	128	55	183	1.21864028648	SG044	S86
17	76164639	76169608	ENSG00000108639.3	977	773	1750	0.337890148044	SG042	S60
1	213025450	213031430	ENSG00000198468.3	42	9	51	2.22239242134	SG003	S2
19	18682540	18688360	ENSG00000221983.3	638	471	1109	0.437829364152	SG006	S28
14	96116838	96146170	ENSG00000187621.10	254	63	317	2.0114047632700003	SG024	S13
14	24608177	24610797	ENSG00000100908.9	8	29	37	-1.85798099513	SG006	S29
16	8882680	8941961	ENSG00000140650.7	13	45	58	-1.79141337819	SG043	S62
4	10488019	10686489	ENSG00000109684.10	19	83	102	-2.1271119179	SG025	S34
20	60883011	60942368	ENSG00000130702.9	52	21	73	1.30812229536	SG041	S59
15	45021186	45060027	ENSG00000185880.8	96	151	247	-0.653442238604	SG045	S79
15	91426925	91439006	ENSG00000182511.7	6	29	35	-2.27301849441	SG155	S42
11	64084216	64085556	ENSG00000173113.2	8	59	67	-2.88264304936	SG023	S39
11	832884	839720	ENSG00000177697.13	135	46	181	1.55325364099	SG024	S36
1	169659808	169680839	ENSG00000188404.4	43	85	128	-0.983126181436	SG007	S6
12	6554033	6560855	ENSG00000139193.3	137	219	356	-0.676754976641	SG002	S72
17	5402747	5522744	ENSG00000091592.11	526	405	931	0.37714089152	SG155	S41
X	47431308	47479252	ENSG00000008056.8	193	4	197	5.59245703727	SG152	S68
6	117642380	117923691	ENSG00000047932.9	39	11	50	1.82597060022	SG025	S34
4	185286336	185303460	ENSG00000249096.2	38	91	129	-1.25986712676	SG039	S51
15	50647606	50659636	ENSG00000244879.3	45	108	153	-1.2630344058299998	SG046	S57
18	47014854	47018906	ENSG00000265681.2	114	206	320	-0.853610513018	SG022	S12
4	185261909	185275130	ENSG00000180712.3	42	93	135	-1.14684138833	SG148	S67
6	36410667	36458920	ENSG00000112078.9	158	232	390	-0.55420024695	SG152	S68
22	31003071	31023265	ENSG00000185339.4	189	117	306	0.691877704638	SG045	S79
15	65950384	66084631	ENSG00000174485.10	75	37	112	1.01936532487	SG155	S42
5	95860971	96115299	ENSG00000153113.19	277	124	401	1.15954585566	SG031	S95
1	233086351	233119180	ENSG00000135778.7	37	9	46	2.03952836419	SG021	S38
22	23247030	23247205	ENSG00000211678.2	0	57	57	-inf	SG155	S19
6	111303218	111349466	ENSG00000197498.8	54	24	78	1.16992500144	SG024	S13
7	29638411	29724769	ENSG00000225264.3	11	0	11	inf	SG041	S58
20	5525085	5591672	ENSG00000125772.8	233	337	570	-0.532418636528	SG046	S57
22	36677327	36784063	ENSG00000100345.16	1129	1304	2433	-0.207898383458	SG002	S31
8	65713793	65730130	ENSG00000254006.1	61	26	87	1.23029761942	SG024	S37
2	173420101	173489823	ENSG00000152256.9	149	213	362	-0.515541099764	SG037	S54
14	106494135	106494597	ENSG00000211937.2	5	171	176	-5.09592442	SG044	S63
19	50433021	50437192	ENSG00000169136.4	131	526	657	-2.0054959877500003	SG024	S36
5	175810949	175815976	ENSG00000048162.15	287	158	445	0.8611261784990001	SG038	S76
14	106494135	106494597	ENSG00000211937.2	57	13	70	2.13245029602	SG148	S67
4	154387498	154557863	ENSG00000121210.11	251	178	429	0.495810122984	SG069	S47
8	143530791	143626370	ENSG00000181790.6	4	23	27	-2.52356195606	SG039	S51
1	213123862	213165379	ENSG00000143494.11	76	23	99	1.7243655573900003	SG044	S63
1	213025450	213031430	ENSG00000198468.3	34	8	42	2.08746284125	SG025	S10
21	47608055	47648738	ENSG00000160285.10	431	244	675	0.8208067215260001	SG025	S33
X	129003040	129091504	ENSG00000235189.1	55	26	81	1.08091999538	SG148	S71
6	25081548	25166793	ENSG00000168405.10	27	59	86	-1.1277555472	SG023	S96
X	19362011	19379823	ENSG00000131828.9	22	1	23	4.45943161864	SG007	S5
22	43547520	43559248	ENSG00000100300.13	78	175	253	-1.16580889297	SG022	S11
22	22550113	22550860	ENSG00000211640.3	228	352	580	-0.626541604473	SG025	S33
9	74729511	74872109	ENSG00000119125.12	1	16	17	-4.0	SG043	S61
1	179923873	180084015	ENSG00000135837.11	25	6	31	2.05889368905	SG151	S88
8	30241944	30429778	ENSG00000157110.11	34	10	44	1.7655347463599995	SG045	S56
14	95883831	95942173	ENSG00000176438.8	57	19	76	1.58496250072	SG025	S34
4	38773860	38784611	ENSG00000174123.6	166	272	438	-0.712423409903	SG003	S2
16	84211525	84220669	ENSG00000103168.12	233	122	355	0.933448807091	SG042	S83
5	149781200	149792492	ENSG00000019582.10	3096	3436	6532	-0.150324564994	SG037	S77
7	2719156	2815134	ENSG00000174945.9	128	213	341	-0.734709620226	SG041	S58
3	52558512	52569070	ENSG00000168268.6	100	58	158	0.785875194647	SG025	S33
1	23884409	23886285	ENSG00000117318.8	489	383	872	0.352490073027	SG042	S60
11	44087475	44105764	ENSG00000110455.9	59	151	210	-1.35576168996	SG046	S80
17	5267610	5274921	ENSG00000263220.1	22	51	73	-1.21299372333	SG024	S36
17	76183398	76203782	ENSG00000183077.11	2	17	19	-3.08746284125	SG040	S49
20	62605466	62611361	ENSG00000130590.9	405	651	1056	-0.684735635394	SG148	S71
7	130538479	130613408	ENSG00000233559.1	4	25	29	-2.64385618977	SG149	S89
X	68380694	68385636	ENSG00000181191.11	47	16	63	1.55458885168	SG069	S48
3	42055294	42267381	ENSG00000182606.10	82	132	214	-0.6868421147399999	SG151	S65
1	31205316	31230667	ENSG00000162511.7	955	686	1641	0.47729215675	SG042	S60
22	36622256	36636000	ENSG00000128335.9	113	190	303	-0.749676645916	SG045	S55
11	126173647	126215644	ENSG00000110063.4	117	185	302	-0.661016740933	SG044	S87
1	6051526	6161253	ENSG00000069424.10	557	728	1285	-0.386261122859	SG150	S92
2	85811531	85820535	ENSG00000168899.4	15	50	65	-1.73696559417	SG021	S15
X	153058971	153063960	ENSG00000180879.9	54	15	69	1.84799690655	SG022	S11
3	45596886	45727830	ENSG00000144791.5	220	350	570	-0.669851398308	SG041	S58
8	56792372	56923940	ENSG00000254087.3	261	139	400	0.908964923846	SG046	S57
20	37049235	37063996	ENSG00000196756.7	123	257	380	-1.06311004385	SG043	S85
22	29950797	29977326	ENSG00000184117.7	51	93	144	-0.866733469137	SG152	S91
3	127770484	127790526	ENSG00000058262.5	735	599	1334	0.295188246935	SG025	S10
11	43577986	43878160	ENSG00000149084.7	82	145	227	-0.822357085397	SG150	S69
1	24291294	24307417	ENSG00000188529.10	3	32	35	-3.41503749928	SG006	S4
14	55738027	55828636	ENSG00000178974.5	49	92	141	-0.908852111942	SG030	S43
7	134777115	134855547	ENSG00000122783.12	342	448	790	-0.389502407172	SG148	S94
19	50410082	50432957	ENSG00000213024.6	266	355	621	-0.416392778891	SG150	S92
17	3566196	3571976	ENSG00000213977.3	44	93	137	-1.07972719247	SG155	S42
17	37026112	37078023	ENSG00000002834.13	411	315	726	0.383786565294	SG022	S11
17	289769	295730	ENSG00000183688.4	163	65	228	1.3263603412	SG002	S31
20	32319463	32380075	ENSG00000131061.9	14	1	15	3.80735492206	SG046	S57
16	89557325	89624176	ENSG00000197912.9	237	314	551	-0.4058774999930001	SG042	S84
13	43460524	43566385	ENSG00000133106.10	149	40	189	1.89724042557	SG025	S10
11	125440180	125462473	ENSG00000254671.1	20	51	71	-1.35049724708	SG021	S38
17	37026112	37078023	ENSG00000002834.13	133	51	184	1.3828570935299995	SG011	S32
21	43218385	43299591	ENSG00000141956.9	152	297	449	-0.966391607357	SG031	S95
6	52362200	52441713	ENSG00000065308.4	36	105	141	-1.54432051622	SG023	S16
X	119384607	119392253	ENSG00000177485.6	27	1	28	4.75488750216	SG152	S91
14	92582466	92588261	ENSG00000183648.5	139	202	341	-0.539270410028	SG151	S64
14	107113741	107114274	ENSG00000223648.2	21	2	23	3.39231742278	SG027	S22
11	124932963	124958376	ENSG00000134955.7	100	152	252	-0.604071323669	SG038	S52
14	94843084	94857030	ENSG00000197249.8	22	2	24	3.45943161864	SG151	S64
3	107762145	107809872	ENSG00000196776.10	91	48	139	0.922832139478	SG069	S48
13	46700055	46786006	ENSG00000136167.9	2034	2322	4356	-0.191048293008	SG001	S1
4	113195698	113207059	ENSG00000145365.10	190	120	310	0.662965012722	SG150	S93
14	107178820	107179338	ENSG00000211974.2	115	1	116	6.84549005094	SG001	S26
1	160709037	160724611	ENSG00000026751.12	256	430	686	-0.748192849589	SG011	S8
X	133677367	133680741	ENSG00000223749.3	1	16	17	-4.0	SG031	S23
12	65107225	65153227	ENSG00000135677.6	65	27	92	1.26748031086	SG155	S19
1	181382238	181777219	ENSG00000198216.6	23	65	88	-1.49880585697	SG040	S50
X	71549366	71792953	ENSG00000147099.15	36	3	39	3.58496250072	SG022	S35
22	50686121	50700254	ENSG00000188130.9	242	156	398	0.633461018412	SG041	S82
1	147101453	147142618	ENSG00000162836.7	32	8	40	2.0	SG151	S64
19	17263398	17278752	ENSG00000268056.1	89	46	135	0.952171474909	SG042	S84
19	19496635	19619740	ENSG00000167491.13	236	166	402	0.507603618015	SG037	S78
19	50922195	50934570	ENSG00000269404.2	99	55	154	0.8479969065549999	SG011	S32
2	113973574	114036527	ENSG00000125618.12	38	0	38	inf	SG011	S8
12	108681821	108733118	ENSG00000174600.9	13	49	62	-1.91427012597	SG021	S15
2	33661391	33789817	ENSG00000152689.13	61	196	257	-1.68397250655	SG069	S48
12	9868456	9885895	ENSG00000184293.3	14	39	53	-1.4780472968	SG037	S78
17	41277627	41305688	ENSG00000198496.6	45	17	62	1.4043902550799998	SG149	S66
2	242673994	242708226	ENSG00000180902.12	209	320	529	-0.6145689628059999	SG152	S70
17	37026112	37078023	ENSG00000002834.13	85	138	223	-0.69913352064	SG151	S65
15	50647606	50659636	ENSG00000244879.3	27	80	107	-1.5670405927200002	SG023	S96
20	34129770	34145405	ENSG00000125991.14	32	6	38	2.41503749928	SG023	S96
14	106355942	106362435	ENSG00000244620.1	113	19	132	2.5722514489700004	SG039	S75
22	42321045	42322822	ENSG00000159958.3	297	394	691	-0.407732698656	SG038	S52
21	42792231	42831141	ENSG00000157601.9	1523	1763	3286	-0.211116532833	SG069	S47
3	40498783	40503861	ENSG00000188846.9	146	237	383	-0.698918690018	SG023	S16
5	95860971	96115299	ENSG00000153113.19	384	175	559	1.13375138889	SG043	S62
16	70147529	70195203	ENSG00000090857.9	58	103	161	-0.8285195320559999	SG023	S39
2	120997640	121052289	ENSG00000144118.9	115	63	178	0.868210127444	SG040	S49
8	97238148	97247862	ENSG00000156467.5	65	18	83	1.85244281159	SG031	S46
17	78075355	78093678	ENSG00000171298.8	136	82	218	0.7299108366320001	SG040	S73
17	5008836	5026411	ENSG00000167840.9	30	5	35	2.58496250072	SG149	S89
22	22730355	22730874	ENSG00000211650.2	19	0	19	inf	SG149	S66
2	75061115	75120486	ENSG00000159399.5	261	341	602	-0.385721932454	SG031	S95
12	113376157	113411054	ENSG00000111331.8	640	765	1405	-0.257387842693	SG002	S72
2	85621871	85645555	ENSG00000042493.11	247	348	595	-0.494576264264	SG148	S67
9	127962821	127996437	ENSG00000136933.12	14	63	77	-2.16992500144	SG021	S15
17	76107881	76128439	ENSG00000141524.11	488	597	1085	-0.290849783702	SG045	S56
15	34671272	34880704	ENSG00000175265.13	154	40	194	1.94485844581	SG040	S50
8	99202061	99306621	ENSG00000104361.5	68	4	72	4.08746284125	SG023	S96
12	92536286	92539348	ENSG00000133639.3	449	658	1107	-0.5513721389940001	SG041	S59
12	113344582	113369990	ENSG00000089127.8	293	527	820	-0.846902297215	SG007	S30
2	89265781	89266286	ENSG00000239855.1	1356	1	1357	10.4051414631	SG007	S5
3	58318607	58411748	ENSG00000168297.11	43	103	146	-1.26023577248	SG038	S53
6	3023376	3024006	ENSG00000271361.1	3	20	23	-2.73696559417	SG025	S10
2	10443015	10567743	ENSG00000115756.8	149	58	207	1.36118752533	SG150	S93
1	111729796	111747157	ENSG00000162777.12	23	57	80	-1.30932805811	SG069	S47
X	71549366	71792953	ENSG00000147099.15	17	1	18	4.08746284125	SG152	S68
17	79648204	79650954	ENSG00000214087.4	57	14	71	2.02553509211	SG030	S43
5	180467225	180488523	ENSG00000165810.12	118	2	120	5.88264304936	SG038	S76
7	150076418	150109558	ENSG00000196456.4	47	106	153	-1.1733316028899998	SG150	S69
9	137533620	137736686	ENSG00000130635.11	6	27	33	-2.16992500144	SG151	S88
X	153715645	153719016	ENSG00000126903.11	13	0	13	inf	SG152	S68
2	131113580	131132982	ENSG00000072135.8	290	157	447	0.8852883411229999	SG031	S95
17	48623667	48633213	ENSG00000006282.15	154	37	191	2.05733317507	SG037	S54
5	82767284	82878122	ENSG00000038427.11	4	27	31	-2.7548875021599994	SG155	S42
6	37600284	37667082	ENSG00000112139.10	97	6	103	4.01495034147	SG042	S84
6	167342992	167370672	ENSG00000026297.11	1718	1418	3136	0.276872503899	SG031	S95
18	72163051	72188366	ENSG00000133313.10	262	457	719	-0.802627353521	SG039	S51
1	40538379	40563375	ENSG00000131238.12	97	152	249	-0.648014671256	SG011	S8
1	159032274	159116886	ENSG00000163568.9	20	64	84	-1.6780719051100002	SG152	S68
3	190931080	190952394	ENSG00000233308.1	12	46	58	-1.93859945534	SG069	S47
22	36649056	36663576	ENSG00000100342.16	21	60	81	-1.5145731728299998	SG043	S62
3	196669494	196670411	ENSG00000270170.1	81	43	124	0.913585248183	SG030	S21
20	361261	378203	ENSG00000101255.6	198	123	321	0.6868421147399999	SG027	S45
22	22730355	22730874	ENSG00000211650.2	0	89	89	-inf	SG031	S23
17	76481116	76493118	ENSG00000267432.1	228	35	263	2.70360699722	SG044	S63
15	34633917	34635378	ENSG00000182117.4	425	294	719	0.531646686189	SG148	S67
14	65381079	65411309	ENSG00000258289.3	73	36	109	1.01989955744	SG002	S31
2	231068340	231177930	ENSG00000079263.14	123	70	193	0.813231488394	SG037	S54
11	63991355	63993342	ENSG00000149743.9	12	36	48	-1.58496250072	SG023	S16
16	70147529	70195203	ENSG00000090857.9	217	142	359	0.61180411294	SG069	S47
14	96116838	96146170	ENSG00000187621.10	36	142	178	-1.97982211806	SG023	S39
1	111415775	111442550	ENSG00000143119.8	824	1043	1867	-0.340022915337	SG152	S91
19	44555520	44572144	ENSG00000178386.8	27	5	32	2.43295940728	SG030	S21
14	24759804	24769039	ENSG00000157379.9	58	24	82	1.27301849441	SG022	S11
5	6714718	6757161	ENSG00000112941.8	433	301	734	0.524603537967	SG150	S69
10	72432559	72522197	ENSG00000138316.6	52	2	54	4.70043971814	SG031	S95
6	159186773	159240444	ENSG00000092820.13	371	502	873	-0.43626817733	SG037	S54
17	5095379	5151364	ENSG00000261879.1	236	115	351	1.03715299842	SG044	S86
16	70190243	70207224	ENSG00000247228.2	526	349	875	0.591835763083	SG042	S60
14	23016447	23021097	ENSG00000229164.5	124	217	341	-0.807354922058	SG003	S27
2	131099923	131104197	ENSG00000136718.5	74	127	201	-0.779231321143	SG030	S20
22	29190543	29196585	ENSG00000100219.12	57	115	172	-1.01260003678	SG021	S15
16	67552321	67580691	ENSG00000039523.13	80	37	117	1.11247472926	SG148	S71
19	9523272	9546254	ENSG00000174652.13	159	87	246	0.869939459436	SG022	S12
22	37309670	37336491	ENSG00000100368.9	89	40	129	1.15380533608	SG148	S67
17	39777845	39943183	ENSG00000173801.12	1	21	22	-4.3923174227800015	SG003	S27
16	446725	460367	ENSG00000103202.8	165	260	425	-0.6560455987830001	SG027	S44
2	219081817	219119079	ENSG00000163466.11	72	124	196	-0.784271308945	SG002	S72
19	7701877	7712759	ENSG00000076944.10	269	125	394	1.10567807789	SG151	S64
7	97881691	97937000	ENSG00000164713.5	102	159	261	-0.640457613313	SG148	S71
5	6714718	6757161	ENSG00000112941.8	153	228	381	-0.575502171472	SG041	S82
3	122296449	122357894	ENSG00000173200.8	64	31	95	1.04580368961	SG024	S13
17	78174472	78179748	ENSG00000262580.1	54	21	75	1.36257007938	SG150	S69
7	150065278	150071133	ENSG00000214022.7	1478	1273	2751	0.215413850245	SG046	S57
5	122179134	122364999	ENSG00000064652.6	20	3	23	2.73696559417	SG022	S12
14	106370355	106370385	ENSG00000211923.1	21	1	22	4.3923174227800015	SG003	S27
1	182992595	183114727	ENSG00000135862.5	292	190	482	0.619968950549	SG031	S23
19	51322404	51327043	ENSG00000167748.6	597	428	1025	0.480120134864	SG150	S92
1	1634169	1655766	ENSG00000008128.18	146	42	188	1.7975071361	SG001	S26
11	60223225	60238233	ENSG00000156738.13	411	524	935	-0.350428417856	SG027	S44
2	33661391	33789817	ENSG00000152689.13	247	360	607	-0.543485864745	SG025	S10
13	77566740	77601330	ENSG00000005812.6	42	83	125	-0.982722008568	SG001	S1
8	564746	688106	ENSG00000104714.9	309	137	446	1.17343094494	SG044	S87
14	106383838	106391825	ENSG00000226777.3	597	112	709	2.41423219921	SG027	S45
8	11351510	11422113	ENSG00000136573.8	435	242	677	0.846008353461	SG002	S31
5	96211643	96255420	ENSG00000164308.12	488	111	599	2.13632147121	SG025	S34
22	22781876	22782371	ENSG00000211654.2	6	115	121	-4.26052755022	SG021	S14
1	167599330	167675486	ENSG00000198771.6	211	141	352	0.581547836308	SG006	S4
6	44225903	44233500	ENSG00000146232.10	138	81	219	0.768674453894	SG148	S94
16	3415099	3536960	ENSG00000262621.2	113	64	177	0.8201789624150001	SG030	S43
17	76142434	76162258	ENSG00000187997.7	97	47	144	1.04532399051	SG039	S75
1	161676762	161684142	ENSG00000132185.12	99	170	269	-0.780034316058	SG148	S67
11	60739115	60787849	ENSG00000013725.10	41	81	122	-0.982297998267	SG037	S78
9	123577774	123605262	ENSG00000095261.9	32	65	97	-1.0223678130299998	SG030	S43
5	10679342	10761384	ENSG00000112977.11	142	84	226	0.757429696726	SG011	S32
1	24291294	24307417	ENSG00000188529.10	0	23	23	-inf	SG006	S29
19	1275026	1279248	ENSG00000228300.9	70	127	197	-0.8594016698270001	SG040	S49
6	118228689	118638839	ENSG00000196376.6	15	0	15	inf	SG007	S5
5	156693089	156822541	ENSG00000055163.14	268	380	648	-0.503766417873	SG149	S66
7	97920963	98030380	ENSG00000006453.9	71	150	221	-1.0790715709899998	SG148	S71
8	28174503	28200872	ENSG00000168081.4	229	52	281	2.13876406996	SG002	S72
17	46210802	46507637	ENSG00000141293.11	89	40	129	1.15380533608	SG042	S83
5	179289066	179334859	ENSG00000197226.8	146	220	366	-0.5915351546450001	SG027	S44
X	129263337	129299861	ENSG00000156709.9	32	10	42	1.6780719051100002	SG046	S80
2	242673994	242708226	ENSG00000180902.12	398	258	656	0.62539736512	SG042	S60
6	116597741	116601066	ENSG00000189241.6	104	59	163	0.817796668779	SG021	S15
8	27348296	27403081	ENSG00000120915.9	43	89	132	-1.04946867626	SG031	S95
19	7684411	7694451	ENSG00000076924.7	58	100	158	-0.785875194647	SG043	S85
16	70190243	70207224	ENSG00000247228.2	175	294	469	-0.748461233004	SG149	S89
6	86370710	86388451	ENSG00000203875.6	616	157	773	1.9721657918	SG025	S33
6	167357853	167360151	ENSG00000197146.2	154	84	238	0.874469117916	SG031	S23
17	3575493	3599698	ENSG00000083454.17	76	206	282	-1.43857301374	SG148	S94
3	52558512	52569070	ENSG00000168268.6	49	163	212	-1.73401831012	SG007	S5
2	68592305	68624585	ENSG00000115956.9	2590	3350	5940	-0.371208997659	SG148	S71
6	89319985	89673348	ENSG00000111880.11	80	161	241	-1.00898878323	SG026	S17
